Llistat del pla docent per estudi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Centre: ;;;6 - Facultat de Ciències, Tecnologia i Enginyeries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estudi: ;;;Tots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curs acadèmic: ;;;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identificador element;Centre;Descripció del Centre;Pla;Descripció del Pla;Codi de l'assignatura;Assignatura;Curs;Tipus de l?assignatura;Crèdits ECTS;Classe;Categoria;Tipologia;Grup;Observacions;Estudiants matriculats;places;Estudiants previstos assignatura;Estudiants màxim propis grup;Hores previstes per grup;Tipus del període;Valor del període;Torn;Idioma;Modalitat;Matricula Out;Altres plans de l?assignatura;Criteri d?assignació;Grup pare;EstudiGrup pare;Macrogrups fills;Matriculats fills;Identificador elementFill1;Identificador elementFill2;Identificador elementFill3;Identificador elementFill4;Identificador elementFill5;Identificador elementFill6;Identificador elementFill7;Identificador elementFill8;Identificador elementFill9;Identificador elementFill10;Identificador elementFill11;Identificador elementFill12;Identificador elementFill13;Identificador elementFill14;Identificador elementFill15;Identificador elementFill16;Identificador elementFill17;Identificador elementFill18;Identificador elementFill19;Identificador elementFill20;Identificador elementFill21;Identificador elementFill22;Identificador elementFill23
107_16656_51;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16656;Comunicació en Anglès per a l'Enginyeria ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;51; ;58;64;48;64;120;S;2;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16656_5101;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16656;Comunicació en Anglès per a l'Enginyeria ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5101; ;0;24;48;24;120;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16656_5102;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16656;Comunicació en Anglès per a l'Enginyeria ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5102; ;0;24;48;24;120;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
107_16656_5103;6;Facultat de Ciències, Tecnologia i Enginyeries;107;Enginyeria de l'Automoció;16656;Comunicació en Anglès per a l'Enginyeria ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;5103; ;0;24;48;24;120;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_16657_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;16657;Comunicació Multimèdia en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;15; ;13;45;20;45;120;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_16657_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;16657;Comunicació Multimèdia en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;20;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_16658_15;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;16658;Experiència d'Usuari ;2;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe en anglès;15; ;17;45;15;45;80;S;2;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
104_16658_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;104;Multimèdia. Aplicacions i Videojocs;16658;Experiència d'Usuari ;2;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;15;24;40;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16664_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16664;Genètica Molecular i Genòmica;  ;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;31;50;35;50;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;0;0;120;0;180;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;1;67;27_16670_11;;;;;;;;;;;;;;;;;;;;;;
30_16666_12;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;54;60;120;60;180;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;1;0;27_16670_12;;;;;;;;;;;;;;;;;;;;;;
30_16666_13;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;13; ;20;45;120;45;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;2;19;27_16670_13;30_16666_40;;;;;;;;;;;;;;;;;;;;;
30_16666_40;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;40; ;0;5;120;5;180;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_16666_13;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1201;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1201; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1202;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1202; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1301;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1301; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16666_1302;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16666;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1302; ;0;30;120;30;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11;No informat;0;0;96;0;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;1;66;27_16669_11;;;;;;;;;;;;;;;;;;;;;;
30_16667_12;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12;No informat;58;68;96;68;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;1;0;27_16669_12;;;;;;;;;;;;;;;;;;;;;;
30_16667_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1101;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1102;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1103;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_1201;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1201;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_1202;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1202;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16667_1203;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16667;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1203;No informat;0;24;96;24;120;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_11;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;0;0;96;0;120;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Alternància;0;;1;64;27_16671_11;;;;;;;;;;;;;;;;;;;;;;
30_16668_12;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;56;65;96;65;120;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Alternància;0;;1;0;27_16671_12;;;;;;;;;;;;;;;;;;;;;;
30_16668_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_1201;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1201; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_1202;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1202; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
30_16668_1203;6;Facultat de Ciències, Tecnologia i Enginyeries;30;Biologia;16668;Comunicació Científica en Anglès;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1203; ;0;24;96;24;120;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16669_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16669;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;66;70;46;70;0;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;30_16667_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16669_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16669;Introducció a l'Estudi de les Ciències Biològiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;0;0;46;0;0;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;30_16667_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16670_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16670;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;67;72;60;72;0;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;30_16666_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16670_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16670;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;0;0;60;0;0;S;1;Torn Matí;Català;Presencial;0;;Alternància;0;30_16666_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16670_13;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16670;Matemàtiques;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;13; ;19;40;60;40;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_16666_13;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16671_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16671;Comunicació Científica en Anglès ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;64;70;46;70;0;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;30_16668_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16671_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16671;Comunicació Científica en Anglès ;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;0;0;46;0;0;S;1;Torn Matí;Anglès;Presencial;0;;Alternància;0;30_16668_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16672_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16672;Immunologia;3;Normal;3;Obligatòria;ESTÀNDARD;Grup Classe;11; ;51;55;45;55;120;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;11;Metacurs 13120;65;65;40;65;200;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1103;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1104;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1104;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1105;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1105;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1106;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1106;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1107;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1107;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16673_1108;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16673;Cultius Cel·lulars;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1108;Metacurs 13120;0;8;40;8;40;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16674_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16674;Introducció a la Fisiologia;  ;Normal;3;Obligatòria;ESTÀNDARD;Grup Classe;11; ;74;75;40;75;120;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_16675_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;16675;Enginyeria Genètica ;3;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe en anglès;11; ;67;68;45;68;240;S;1;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16677_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16677;Instrumentació Electrònica;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;28;45;20;45;160;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16677_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16677;Instrumentació Electrònica;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;20;24;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16677_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16677;Instrumentació Electrònica;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;20;24;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16678_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16678;Competències de Comunicació en Enginyeria;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;15; ;64;72;35;72;120;S;1;Torn Tarda;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16678_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16678;Competències de Comunicació en Enginyeria;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;35;24;120;S;1;Torn Tarda;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16678_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16678;Competències de Comunicació en Enginyeria;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;35;24;120;S;1;Torn Tarda;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16678_1503;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16678;Competències de Comunicació en Enginyeria;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1503; ;0;24;35;24;120;S;1;Torn Tarda;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16679_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16679;Programació I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;15; ;70;75;35;75;160;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16679_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16679;Programació I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;35;24;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16679_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16679;Programació I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;35;24;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16679_1503;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16679;Programació I;1;Normal;6;Formació bàsica;NO ESTÀNDARD;Laboratori / Taller;1503; ;0;24;35;24;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16680_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16680;Programació II;1;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;67;70;35;70;160;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16680_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16680;Programació II;1;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;35;24;80;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16680_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16680;Programació II;1;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;35;24;80;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16680_1503;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16680;Programació II;1;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1503; ;0;24;35;24;80;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16681_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16681;Robòtica Industrial;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;28;45;20;45;120;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16681_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16681;Robòtica Industrial;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;20;24;120;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16681_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16681;Robòtica Industrial;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;20;24;120;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16682_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16682;Robòtica Mòbil;4;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;23;45;20;45;120;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16682_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16682;Robòtica Mòbil;4;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;20;20;20;120;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16683_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16683;Enginyeria de Processos de Fabricació;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe en anglès;15; ;24;45;20;45;200;S;2;Torn Tarda;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_16683_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;16683;Enginyeria de Processos de Fabricació;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;12;20;12;40;S;2;Torn Tarda;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
